x	y	z	bh1p
-0.006306971835	-0.005378861687	0.00591770925	0
-0.005891640609	-0.005942074237	0.0064809218	0
-0.005424545576	-0.00648134515	0.007020192713	0
-0.004904155976	-0.006988908355	0.007527755918	0
-0.004330150078	-0.007455472396	0.007994319959	0
-0.003703925575	-0.007870439664	0.008409287227	0
-0.00302909579	-0.008222381972	0.008761229535	0
-0.00231186722	-0.008499791575	0.009038639138	0
-0.001561178758	-0.008692052234	0.009230899797	0
